Text Clean,Sentiment
developer main ngelag jaringan bagus buka aplikasi ngelag mohon diperbaiki,negative
kecewa pubg mabar samasama tier peringkatnya kayak tier rendah mabar tutup game kecewa kecewa kecewa kecewa pubg pindah game,negative
perbaiki bug tolong mode intip kelar gitu melulu bug masuk pertandingan hilang jaringan jaringan oke masuk tanah pas turun parasut,negative
kecewa tancentsetelah update masuk tertulis download pausedpadahal selesai downloadnyasaat login gk,negative
semoga game pemainnya pindah game update bug hitam jaman hapus,negative
tolong perbarui fps samsung mimin gantengadiknya samsung fps kakaknya ngomong-ngomong layar hz min biar rugi kali dibikin fps hehehe min,negative
main pubg bug gh tolong perbaikilah bug turun pesawat mati karakter tangan kaya patah tangan gitu gh banget pindah ff,negative
update susah masuk bug dimainkan pdhl sdh main pubg kali update kecewa,negative
merasukimu updatean jelek main pakai wifi koneksi terputus menghubungkan ulang tersingkir mksdnya coba tuh dibls memperbaikinya secepatnya diperbaikinya terima kasih,negative
update lag parah ping hijau lag patah patah kayak gini unistal deh egak perbaikan auto pensi,negative
samsung ramg lag drop fps mohon bantuannya grafik rendah tolong bantuannya tolong dond ringan game handphone budget mohon mengerti,negative
bagus game kadang kejadian bikin kesal mengambil senjata ambil bug game bagus,negative
update bug lag parah path game perang pamer skin heyyyyy plis tencen games perbaiki cepat biar ebak pemain menikmati game aahh kecewa update gede lag,negative
update rusak masuk game mental melulu loby jaringannya oke ms,negative
mengeluhaku bug banyaktolong dipercepat berbaikinya player pindah game hp ram jaringan g bagustapi bugnya,negative
memuaskan update bug bermunculan mengendarai motor layar freeze motor terbang langit dlm ketinggian krng lrbih bandage energy drink pain killer ter cancel tekan batal mohon diperbaiki menghasilkan gamplay terimakasih,negative
quit stop playing game membosankan poin tier sulit bonus sulit uang sistem tier membuang membosankan mengejar rank reset mengulang,negative
astaga gede update pensi hp ram gbgb kuat update makan gb download map,negative
pengen banget season main game season season devisihp mendukung main ngeframepatah patah parah terpaksa pensi main game keren,negative
turunin pas pesawatpesawat hilang dang pas terjun jatuh tolong perbaiki gabisa main gambar blur,negative
masuk loading aplikasi eror mainin gamenya,negative
kecewa update game berhenti gk jelaskalau kaya gini game pensiun j lahudah gb data habis game gk jalan sial,negative
nge lagh jaringan bagustau sendirimakin update lemotniat tencent jualantencent perbaiki server nyasusah masukgk masukratingnya kurangibangkeperbaiki server tencent anjing,negative
main season wajar bug pengalaman cheatdan ngeluhliat hp saudara laki-laki kentang enggkyg hp kentang semangat luyang bagus bagus ngeluh ayo suppopubg mobile,negative
kasih update pubg berat game kecewa hp ram gb smooth extreme cekat cekat permainan update ny gameny menarik dimainkan permainan game sungguh mengecewakan cekat cekat kondisi mode pertempuran battle royal map,negative
hmmm aneh masuk game starting masuk mohon oh game bagus seru suka game game cari cari,negative
tencent peringkasan game data peringkasan game data berpengaruh game data mencapai gb device berat update season bug merugikan gyroscope terbalik karakter tersangkut objek mati pohontembokmaupun kendaraan bug tubuh karakter hilang outfit gagal renderingdll mohon fix,negative
game bagus ntah bug server lag buka aplikasi lancar tolong diperbaiki,negative
tolong hormat developer pubg membutuhkan pembaharuan skin even apalah butuh game dimainkan nyaman lag bug dirasa pubg lag bug terkesan mementingkan pengguna hp spek kalangan pengguna dimanfaatkan semoga pubg bangkrut turunan berbenah,negative
bug tombol granat healing hilang layar scope adjust,negative
hmm game lumayan tolong perbaiki sinyal sinyal g lag ping pakai wifi jelek sinyal tolong perbaiki tencent pliss,negative
game yqng bagus berkembang yhdan update nambah ramnya min bug mode fpp mode fpp kasih lihat tangannya dikit pubg pc bagus,negative
kontrolnya bagus grafiknya bagus bagus buruan download aplikasi hp ram diatas okk silahkan mencoba,negative
saran admin pengembang updetkalo updet playstore knapa updet gamenya bedanya grafik hd loby updet updet kecewaa,negative
kasih bintang posisi musuh harap perbaiki ff musuh dr tand posisi maaf membandingkan game ff pubg game memainkan pas main game koreksi,negative
sya hp rumayan untk main pubg kaya berat banget frame drop musuh ketemu musuh squad aneh kesini parah pubg grafik suka drop turun prah fps macth perrtengahhan ngerasa kaya burik banget grafic orgnya aneh lucu bgi device ngerasa passan kaya game sebelah burik main game ml g kendala kaya game,negative
geme grafiknya bagus,negative
smntra pubg updatean kali bug parah bikin kecewa gk serius mainnya gk ciken ngeluh fps drop tibange pleng negefrem pokokx keluhanlahh teman teman bnyak ngeluh kyg gitu random degn ngerasain hufft kecewa update terbaru gk ngebug parah kasih full bintang terima kasih,negative
kecewa apdetan kali beratapa hp kentang kaya gini player pindah game sebelah,negative
game bagus kloa pembaruan masuk download data lagipadahal laguvidio data deh hapus gk masukdan tolong updetdate th,negative
parah sumpah bugnya ngak main kalu lobby bagus pas mainnya jengkel anjing game,negative
buruk sinyal bagus pas main pubg ngelag parah update lag hape ngegame ngelag tolong tencent baca pengguna akun aktif main kecewa update udh parah lag,negative
main pubgdan kecewa pubg kenal pembaharuan berkelas segi rp mengecewakan,negative
habis update terbaru bug turun pesawattidak looting senjata mati konyol perlawanan rank turun gara²bug tencent tolong dibenai,negative
tencent krofton terhormat download pubg lagidan ping ingame patah patah jaringan normal kayak biasanyadi ytwaigtt lancar giliran masuk pubg jaringan normaltolong respont cepat jaringan ingame tencent krofton terhormatagar player nyama pingjaringan,negative
update nyampe gagal kayaknya nyampe kali kuota tinggal mengambil,negative
game bagus grapich oke ram gb kentang banget kerasa patah patah saran hape kentang memaksa main ep ep,negative
update muncul akun masuk versi permainan baridan versi mohon perbarui versi,negative
pemberitahuan pengembang game battle adu tembak keterlambatan menembak akurasi perlengkapan musuh jeda menembak kesalahan sistem jaringan mengerti mohon penjelasanya,negative
game pas update ngebuk melulu mengambil senjata buka pintu lompat jendela tolong perbaiki update mah udh makan kouta parah ngaco,negative
ahh game masi suka ngeframe ngrender turun pesawat lag lagan saran tencent tolong pubgm smooth tambah²in fitur,negative
kurangin boss bikin lag bug bajubaju sampah kepake senjata win kepake saran kurangin fitur terima kasih,negative
tencent terhormatsaya main pubg tahuntapi updete semaking tolong diperbaiki biar pemain puasterima kasih,negative
tolong sensitivitas susah,negative
update ram gb ko patah patah min admintolong kondisikan masuk rom ganti baju lambat update,negative
mohon developer pubg mobile aplkasi lebib diringankan berat game match suka ngeframe patah patah hp suka panas,negative
game event tu bagus menarik cuman tolong perbaiki bug bug spectre bug lag pingnya ijo karakter ngeblink ngeblink melulu hadeh tolong perbaiki bug secepat pengalaman main buruk,negative
download habis gb selesai download ngulang downloadnya rugi gajadi main kaya gini pas main,negative
premium crates sampah guarantee reward skin attachment doank apply skin senjata skinnya gacha parahhhhmakin ditinggalin pemainnya,negative
evenya skrang jelek saran hapus robotnya bagusan make jet banyakan bug mengerti upditan skrang burik,negative
kecewakenapa ngk updatepadahal sinyal amanbuka youtube pakai grafik baguskenapa update ngk bisasaya main kayak laingara² ngk update hapus trus download lagieeh pas download lagitetap ngak bisasaya coba buka youtube aman sinyalnyasaya komplen inimohon diselesaikan,negative
tolong game makan ramtiap pembaruhan memakan ram ruang tinggikasihan pemain hp ram keciltiap kedepan pembaruhan makan ram besarkalau trus game game haram inibuat orang kesal az,negative
saran fitur copy paste costumize control arena classic control reset dikembalikan kecuali dsngan copy paste arena sya,negative
orang ngecheat banddi biarin ajh cuman pakai config fps kena bandnih min player pubg devicenya bagus orang apk pelancar hp kentang mimin deh gimanabanyak tiktok liatin gamepalynya pakai cheat,negative
bug pas pesawat lot masuk rumah sinyal lag melulu ahk kecewa update update,negative
deh keluhan gk perubahantencent pelit skin lihat game sebelah skin gratisnya keren,negative
aduh min parah deh min hp vivo v gb jaringan g full ngelag kaya pubg bersahabat hp android player udh senang update bagus memperburuk cinta rekoil ngaco kecewa bikin versi mobile mobile spek bagus ngalah,negative
update sangan kecewa tolong perbaiki belajar kontrol kontrolnya nggk pasangkl pas naikmobil kayak loading turun kendaraan beda beleum update bug gk parah parah ketemu anemy tolong perbaiki pokoknya update versi jelek,negative
akun pubg diakses menautkan facebook gmail akun facebook game pubgm tolong cepat diperbaiki uang hitam prime royale pass pemain pertimbangkan developer memperdulikanmu game bermasalah membeli hitam uang,negative
pubg metro royal tolong update update metro mode zombie please,negative
tencent perbaiki server gamenya perubahan musim season season terbaru season puas permainan main turun pesawat terjun lag ampun pertengahan pertandingan maksimal kesalahan pertandingan zona lingkaran lag parah tencent perbaiki servernya pergantiannya musim kecewa,negative
update aplikasi gfx developer gfx membantu pemain memiliki device kentang gfx berfungsi membantu memperlancar gameplay dihp kentang cheat,negative
tencentsaya kecewa update new era grafiknya mentok season grafik sampek extreme sampek download kali bos terlanjur kecewa grafiknya memuaskan uninstall aplikasinya tolong perbaikan tementemen mengalami bos perbaikan patah patah g merahwifi loading buuanget,negative
download mb tambahan data stc gb hbis deh selesai main malam enak patah patah parah lag lag dikit dikit update buknya bagus malam buruk auto unistal,negative
menyenangkantolong krafton mengeluarkan event bagus sedikitkarena event bagus player player mengeluh event sekarangkalo mengeluarkan event ntah event naruto event one peace lain-lain,negative
masuk akun mengkaitkannya akun facebook masuk game pencet login facebook suruh masukan email sandi pencet masuk diam kaya reaksikenapa akun pubg,negative
match pubgm tibatiba internetnya jelek game pubg ngefreeze ngefreeze kualitas internetnya bagus fix please tencent,negative
betulin bug main bug step suara step arah step map gk coba ngespray orang peluru habis gk mati giliran orang cinta cmn peluru mati duluan posisi depanan aneh tolong perbaikin tingkatin keamanan biar orang gk make config aneh,negative
suka bnget game pengalaman jugaa sayang sring bugnyaa menganggu kenyaman mainnya dlam pertempuran bug jalannya kayak air bug suara bug tembakan tinggal bug cuman pakek senjata lain-lain gaca sampah kasih tuh,negative
game bikin kesel deh susah donwload gara habis ganti hp ram gb kacau game game untung orang kaya orang miskin kaya mohon hp ram gb main mohon bantuan tencent,negative
semenjak update pas ketemu mussuh player bug musuh lancar update lancar tolong perbaiki bug ktemu player lainjd males main perang bug duluan,negative
minat update game perang pakai robot robot kuat butuh peluru hancurinnya sembunyi batu pohon knock mati keinjek robot,negative
tolong perhatikan kepuasan pemain perbaiki bug lag terusan mengeluarkan hitam update gamplay berat player terganggu bug fps drop,negative
maaf turun rate star update tanggal maret pubg ndx dibuka data obb hilangdata internet habis gb tolong perhatikan user tencent google play happen pikir keluhan player grup sosmed terkait updatean omongan kosong belaka hoak kurasakan update pakai wifi sinyal g kecepatan mencapai kbs tolong ditanggapi,negative
